user_id,fullname,abstracts
774,Yang Liu,"OBJECTIVES
To investigate the correlation between fatty infiltration in the multifidus muscle related to the involved nerve root and structural parameters associated with stenosis in patients with degenerative lumbar spinal stenosis (DLSS).


PATIENTS AND METHODS
Sixty-four patients with single-segment DLSS at L4-5 were retrospectively enrolled. The fatty infiltration rate (FIR) of the multifidus muscle at L5-S1, lumbar lordosis and the cross-sectional area (CSA) of the structural parameters at L4-5, such as dural sac, disc bulge, ligamentum flava and vertebral body of L5 were measured on magnetic resonance images using ImageJ software. All enrolled patients were divided into an FIR < 25 % group and an FIR ≥ 25 % group according to the FIR of the multifidus muscle at L5-S1. The propensity scores matching and adjustment of potential covariates were performed to reduce the confounding bias between the two groups.


RESULTS
Lumbar lordosis in the FIR ≥ 25 % group was significantly lower than that in the FIR＜25 % group in both cohorts. The mean differences in lumbar lordosis of 14.16 degrees between the two groups in the complete cohort and of 14.23 degrees in the matched cohort remained significant after adjustment. The disc bulge CSA/ vertebral body CSA in the FIR ≥ 25 % group was greater than that in the FIR＜25 % group in both cohorts. The mean differences in the disc bulge CSA/ vertebral body CSA between the two groups of 0.67 in the complete cohort and 0.96 in the matched cohort were statistically significant after adjustment. There was no significant difference in the dural sac CSA/ vertebral body CSA and ligamentum flava CSA/ vertebral body CSA between the two groups in either cohort regardless of adjustment. Logistic regression analysis for FIR ≥ 25 % in the multifidus muscle at L5-S1 exhibited that the disc bulge CSA/ vertebral body CSA were independent risk factors with odds ratio (OR) of 8.52, while lumbar lordosis were independent protective factors (OR = 0.72).


CONCLUSIONS
The disc bulge at the stenosis segment and lumbar lordosis reduction may be correlated with fatty infiltration in the multifidus muscles at L5-S1 in patients with L4-5 single-segment DLSS."
80,Karen Y Cheng,"Insects use vision to choose from a repertoire of flexible behaviors which they perform for survival. Decisions for behavioral plasticity are achieved through the neuromodulation of sensory processes, including motion vision. Here, we briefly review the anatomy of the insect motion vision system. Next, we review the neuromodulatory influences on motion vision. Serotonin modulates peripheral visual processing, whereas octopamine modulates all stages of visual processing tested to date. The physiological and behavioral states that elicit neuromodulation of motion vision include locomotion, changes in internal physiological state such as hunger, and changes in the external environment such as the presence of additional sensory cues. The direction of influence between these states and neuromodulators remains unknown. The influence of neuromodulators on motion vision circuitry has been revealed mostly through pharmacological application, which broadcasts widely with unnatural spatiotemporal dynamics. Thus, insight from this method is limited. Aminergic neurons likely act in local hierarchical fashion rather than globally as a group. As genetic tools advance in Drosophila, future work restricting the experimental focus to subpopulations of modulatory neurons will provide insight into the local functional modifications of visual circuits by interacting neuromodulators."
96,Xu Liu,"Polymorphisms in microRNAs (miRNAs) are associated with ischemic stroke occurrence and traditional risk factors for ischemic stroke such as atherosclerosis, hypertension, hyperlipidemia, and diabetes. However, few studies have examined recurrent ischemic stroke as an outcome. Thus, the aim of our study was to examine association of miRNA gene polymorphisms (namely, miR-126 rs4636297, miR-149 rs2292832, miR-124 rs531564, miR-499 rs3746444, miR-143 rs12655723, and miR-122 rs17669) with recurrence of ischemic stroke. miRNA gene polymorphisms were genotyped using the polymerase chain reaction-ligation detection reaction (PCR-LDR) method in 657 patients with ischemic stroke. Association of miRNA polymorphisms with prognosis outcomes was examined by the Kaplan-Meier method, log-rank test, and Cox proportional hazards models. miR-122 rs17669 was significantly associated with recurrence risk of ischemic stroke under the recessive model. Cox regression analysis showed that the CC genotype of rs17669 was associated with an increased risk of 1.9-fold for stroke recurrence (hazard ratio = 1.879; 95% confidence interval = 1.182-2.985; P = 0.008). Further, this effect was more evident among the non-drinker and male subgroups. We found no difference in risk of recurrent ischemic stroke among the other five miRNA polymorphisms. Furthermore, we identified a significant association between the miR-149 rs2292832 polymorphism and age at onset of first-ever stroke. Altogether, miR-122 rs17669 is a significant predictor for the risk of recurrent stroke, independent of traditional risk factors."
383,I Namdar,"Traumatic brain injury (TBI) is considered to be the leading cause of disability and death among young people. Up to 30% of mTBI patients report motor impairments, such as altered coordination and impaired balance and gait. The objective of the present study was to characterize motor performance and motor learning changes, in order to achieve a more thorough understanding of the possible motor consequences of mTBI in humans. Mice were exposed to traumatic brain injury using the weight-drop model and subsequently subjected to a battery of behavioral motor tests. Immunohistochemistry was conducted in order to evaluate neuronal survival and synaptic connectivity. TBI mice showed a different walking pattern on the Erasmus ladder task, without any significant impairment in motor performance and motor learning. In the running wheels, mTBI mice showed reduced activity during the second dark phase and increased activity during the second light phase compared to the control mice. There was no difference in the sum of wheel revolutions throughout the experiment. On the Cat-Walk paradigm, the mice showed a wider frontal base of support post mTBI. The same mice spent a significantly greater percent of time standing on three paws post mTBI compared with controls. mTBI mice also showed a decrease in the number of neurons in the temporal cortex compared with the control group. In summary, mTBI mice suffered from mild motor impairments, minor changes in the circadian clock, and neuronal damage. A more in-depth examination of the mechanisms by which mTBI compensate for motor deficits is necessary."
945,Hun Ho Park,"BACKGROUND
Selective amygdalohippocampectomy (AH) is a surgical option for patients with medically intractable seizures from mesial temporal lobe pathology. The transcranial route is considered the best method to achieve this goal. However, the standard approach through the neocortex is still invasive. The risks can be minimized if the mesial temporal lobe is resected while preserving the lateral temporal lobe and the Meyer's loop. This study explores the feasibility of selective AH by endoscopic endonasal approach (EEA) in cadaveric specimens.


METHODS
The endoscopic anatomy of the mesial temporal lobe and the feasibility of a successful selective AH were studied in six hemispheres from three injected human cadavers. Quantitative analyses on the extent of resection and angles of exposure were performed based on CT and MRI studies of pre- and post-selective AH and measurements taken during dissections.


RESULTS
The EEA V1-V2 corridor provided a direct and logical line of access to the mesial temporal lobe, following its natural trajectory with no brain retraction and minimal exposure of the pterygopalatine fossa. The components of the mesial temporal lobe were resected just as selectively and easily as the transcranial route, but without compromising the structures of the lateral temporal lobe or the Meyer's loop.


CONCLUSIONS
The EEA V1-V2 corridor demonstrated its selective resectability and accessibility of the mesial temporal lobe in cadaveric specimens. The clinical value of this approach should be explored responsibly by a surgeon with both competent microsurgical skills and experiences in EEA."
1143,Anna K Prohl,"BACKGROUND
Autism spectrum disorder (ASD) is prevalent in tuberous sclerosis complex (TSC), occurring in approximately 50% of patients, and is hypothesized to be caused by disruption of neural circuits early in life. Tubers, or benign hamartomas distributed stochastically throughout the brain, are the most conspicuous of TSC neuropathology, but have not been consistently associated with ASD. Widespread neuropathology of the white matter, including deficits in myelination, neuronal migration, and axon formation, exist and may underlie ASD in TSC. We sought to identify the neural circuits associated with ASD in TSC by identifying white matter microstructural deficits in a prospectively recruited, longitudinally studied cohort of TSC infants.


METHODS
TSC infants were recruited within their first year of life and longitudinally imaged at time of recruitment, 12 months of age, and at 24 months of age. Autism was diagnosed at 24 months of age with the ADOS-2. There were 108 subjects (62 TSC-ASD, 55% male; 46 TSC+ASD, 52% male) with at least one MRI and a 24-month ADOS, for a total of 187 MRI scans analyzed (109 TSC-ASD; 78 TSC+ASD). Diffusion tensor imaging properties of multiple white matter fiber bundles were sampled using a region of interest approach. Linear mixed effects modeling was performed to test the hypothesis that infants who develop ASD exhibit poor white matter microstructural integrity over the first 2 years of life compared to those who do not develop ASD.


RESULTS
Subjects with TSC and ASD exhibited reduced fractional anisotropy in 9 of 17 white matter regions, sampled from the arcuate fasciculus, cingulum, corpus callosum, anterior limbs of the internal capsule, and the sagittal stratum, over the first 2 years of life compared to TSC subjects without ASD. Mean diffusivity trajectories did not differ between groups.


CONCLUSIONS
Underconnectivity across multiple white matter fiber bundles develops over the first 2 years of life in subjects with TSC and ASD. Future studies examining brain-behavior relationships are needed to determine how variation in the brain structure is associated with ASD symptoms."
804,Melanie A Huntley,"Cortical circuit activity is shaped by the parvalbumin (PV) and somatostatin (SST) interneurons that inhibit principal excitatory (EXC) neurons and the vasoactive intestinal peptide (VIP) interneurons that suppress activation of other interneurons. To understand the molecular-genetic basis of functional specialization and identify potential drug targets specific to each neuron subtype, we performed a genome wide assessment of both gene expression and splicing across EXC, PV, SST and VIP neurons from male and female mouse brains. These results reveal numerous examples where neuron subtype-specific gene expression, as well as splice-isoform usage, can explain functional differences between neuron subtypes, including in presynaptic plasticity, postsynaptic receptor function, and synaptic connectivity specification. We provide a searchable web resource for exploring differential mRNA expression and splice form usage between excitatory, PV, SST, and VIP neurons (http://research-pub.gene.com/NeuronSubtypeTranscriptomes). This resource, combining a unique new data set and novel application of analysis methods to multiple relevant data sets, identifies numerous potential drug targets for manipulating circuit function, reveals neuron subtype-specific roles for disease-linked genes, and is useful for understanding gene expression changes observed in human patient brains.SIGNIFICANCE STATEMENTUnderstanding the basis of functional specialization of neuron subtypes and identifying drug targets for manipulating circuit function requires comprehensive information on cell-type specific transcriptional profiles. We sorted excitatory neurons and key inhibitory neuron subtypes from mouse brains and assessed differential mRNA expression. We used a genome-wide analysis which not only examined differential gene expression levels but could also detect differences in splice isoform usage. This analysis reveals numerous examples of neuron subtype-specific isoform usage with functional importance, identifies potential drug targets, and provides insight into the neuron subtypes involved in psychiatric disease. We also apply our analysis to two other relevant data sets for comparison, and provide a searchable website for convenient access to the resource."
1022,Kaiyun Yang,"BACKGROUND
The endoscopic endonasal approach (EEA) has become increasingly employed in the treatment of suprasellar meningiomas. These tumors often cause visual symptoms due to compression of the anterior visual pathway. We aimed to examine long-term visual outcomes after EEA for optic nerve decompression and resection of suprasellar meningioma at our center, and to identify preoperative factors predictive of postoperative visual improvement.


METHODS
We performed a retrospective cohort study on 27 patients who underwent the EEA for resection of meningiomas extending into the suprasellar cistern and decompression of anterior visual pathway between January 1, 2005, and March 1, 2019.


RESULTS
We treated 8 male and 19 female patients, with a mean follow-up of 7.6 years. The mean age of our patients at initial presentation was 60.1 years. Eighteen patients (66.7%) are presented with visual acuity deficits, and 12 (44.4%) patients are presented with visual field deficits. Postoperatively, 11 patients had improved visual acuity, 6 had stable visual acuity, and 1 patient had slow and progressive decline of visual acuity; 5 patients had improved visual field, 6 had stable visual field, and 1 patient had slow and progressive decline in visual field. Patients less likely to have postoperative improvement of visual acuity were those with longer than 6-month duration of visual symptoms (P = 0.024*) as well as patients with the presence of a relative afferent pupillary defect (RAPD) (P = 0.023*).


CONCLUSION
The EEA can achieve good visual outcomes in patients harboring suprasellar meningiomas. Symptom duration of less than 6 months and lack of a RAPD were positive predictors of postoperative visual acuity."
45,Ouyang Chen,"Inflammation is the body's protective reaction to injury and infection. Pain is a hallmark of inflammation and can be either protective or detrimental during acute or chronic phase. Macrophages play a chief role in the pathogenesis of pain and have bilateral communications with nociceptors, the specialized primary sensory neurons that sense pain. Macrophages 'talk to' nociceptors by releasing pro-inflammatory mediators (e.g. pro-inflammatory cytokines) that induce pain via direct activation of nociceptors. Macrophages also 'listen to' nociceptors, by which nociceptors secrete neuropeptides and chemokines which act on macrophages. Activation of toll-like receptors (TLRs) in nociceptors releases CCL2, activating macrophages and potentiating pathological pain. Emerging evidence also points to a pro-resolution role of macrophages in inflammation and pain. Macrophage GPR37 is activated by neuroprotectin D1, a specialized pro-resolving mediator (SPM) and resolves inflammatory pain via phagocytosis and production of IL-10 that inhibits nociceptors. Macrophage-nociceptor interactions are also mediated by microRNAs and microRNA-containing exosomes in chronic pain. Notably, extracellular microRNAs (e.g. let-7b and miR-711) can directly bind and activate nociceptors. Targeting macrophage-nociceptor interactions will help to control inflammation and pain."
754,Laiss Bertola,"OBJECTIVES
Neuropsychological tests are often used in aging studies to compare distinct groups regarding diagnosis and prognosis. Because sociodemographic characteristics can influence cognitive scores, measurement of invariance is useful to assess the tests' ability to estimate the underlying constructs equally across groups and thus prevent biased interpretation. This study aims to verify measurement invariance in a large and socioculturally diverse sample.


METHOD
Middle-aged and older adults (N = 13,395) from the ELSA-Brasil study were evaluated regarding health status and cognition. Mean age was 51.5 ± 8.9 years, 54% were female, 52% were white, and 10% had lower education. Measurement invariance was analyzed using multiple-group confirmatory factor analysis for a two-factor model (memory and executive function). Configural, metric, and scalar invariance were tested across age, sex, race, and education groups.


RESULTS
The 2-factor model had a good fit to the entire dataset and for each group. Configural, metric, and scalar invariance confirmed that cognitive measures had the same structure and the items had similar relationships with the latent factors. Strict invariance was not achieved in most group comparison.


CONCLUSIONS
The 2-factor model was appropriate for estimating cognitive performance in participants without measurement error by age, sex, race, and education. These results suggest that differences in cognitive outcomes are likely to indicate true differences. (PsycINFO Database Record (c) 2019 APA, all rights reserved)."
881,Matthew Chung,"Immune checkpoint inhibitors have made significant advances in available cancer treatment options towards progression-free and overall survival in cancer patients by potentiating own anti-tumor immune response. Anti-programmed death (PD-1) and anti-cytotoxic T-lymphocyte-associated antigen 4 (CTLA-4) have been increasingly associated with neurologic complications. LE is a rare complication and like many complications secondary to immunotherapy, there is no standard for evaluation and treatment. Anti-GAD65-associated LE has been associated with thymic carcinoma. We describe a patient who presented with progressive memory loss 2 weeks after her third cycle of Ipilimumab and Nivolumab with associated elevated Anti-GAD65 levels. Treatment with IVIG and PLEX led to complete resolution of her symptoms and improvement in her brain imaging and CSF findings."
57,Paola Pontecorvi,"BACKGROUND
Astrocytes contribute to the crosstalk that generates chronic neuro-inflammation in neurological diseases; however, compared with microglia, astrocytes respond to a more limited continuum of innate immune system stimulants. Recent studies suggest that the fibrinolysis system may regulate inflammation. The goal of this study was to test whether fibrinolysis system components activate astrocytes and if so, elucidate the responsible biochemical pathway.


METHODS
Primary cultures of astrocytes and microglia were prepared from neonatal mouse brains. The ability of purified fibrinolysis system proteins to elicit a pro-inflammatory response was determined by measuring expression of the mRNAs encoding tumor necrosis factor-α (TNF-α), interleukin-1β (IL-1β), and chemokine (C-C motif) ligand 2 (CCL2). IκBα phosphorylation also was measured. Plasminogen activation in association with cells was detected by chromogenic substrate hydrolysis. The activity of specific receptors was tested using neutralizing antibodies and reagents.


RESULTS
Astrocytes expressed pro-inflammatory cytokines when treated with plasminogen but not when treated with agonists for Toll-like Receptor-4 (TLR4), TLR2, or TLR9. Microglia also expressed pro-inflammatory cytokines in response to plasminogen; however, in these cells, the response was observed only when tissue-type plasminogen activator (tPA) was added to activate plasminogen. In astrocytes, endogenously produced urokinase-type plasminogen activator (uPA) converted plasminogen into plasmin in the absence of tPA. Plasminogen activation was dependent on the plasminogen receptor, α-enolase, and the uPA receptor, uPAR. Although uPAR is capable of directly activating cell-signaling, the receptor responsible for cytokine expression and IκBα phosphorylation response to plasmin was Protease-activated Receptor-1 (PAR-1). The pathway, by which plasminogen induced astrocyte activation, was blocked by inhibiting any one of the three receptors implicated in this pathway with reagents such as εACA, α-enolase-specific antibody, uPAR-specific antibody, the uPA amino terminal fragment, or a pharmacologic PAR-1 inhibitor.


CONCLUSIONS
Plasminogen may activate astrocytes for pro-inflammatory cytokine expression through the concerted action of at least three distinct fibrinolysis protease receptors. The pathway is dependent on uPA to activate plasminogen, which is expressed endogenously by astrocytes in culture but also may be provided by other cells in the astrocytic cell microenvironment in the CNS."
245,Hironobu Ichikawa,"AIMS
As an extension of a phase 2/3 study evaluating the efficacy and safety of lisdexamfetamine dimesylate (LDX) 30, 50, or 70 mg/d for 4 weeks in Japanese patients aged 6-17 years with attention-deficit/hyperactivity disorder (ADHD), this study evaluated its long-term safety and efficacy.


METHODS
This was a multicenter, open-label study of LDX for 53 weeks. Safety was assessed by regular medical examination for treatment-emergent adverse events (TEAEs); regular recording of body weight, vital signs, and laboratory test values; and completion of dependence questionnaires. Efficacy was assessed using Japanese versions of the ADHD-Rating Scale-IV (ADHD-RS-IV) and Conners' 3rd edition Parent Rating Scale (Conners 3); plus Clinical Global Impression-Improvement (CGI-I), Clinical Global Impression-Severity, and Parent Global Assessment (PGA) scales.


RESULTS
Of 132 enrolled patients, 104 completed the trial. Most frequent treatment-related TEAEs were decreased appetite (73.5%), initial insomnia (39.4%), and weight decrease (22.0%). Most TEAEs were mild (82.6% of patients). There were no serious or severe TEAEs or deaths. No treatment-related TEAEs were associated with blood pressure or pulse rate, and no patient had a QTcF interval >500 ms. Statistically significant improvement from baseline to week 53 was observed in the mean ADHD-Rating Scale-IV total score and mean Conners 3 subscale scores. Most patients showed improvement on the CGI-I (78%) and PGA (76.5%) scales.


CONCLUSIONS
No significant safety issues were observed with LDX 30, 50, or 70 mg/d administered for 1 year in Japanese children and adolescents with ADHD. LDX was associated with long-term reductions in ADHD symptoms and severity."
82,Chao Deng,"Pramipexole (PPX) is a common drug for the treatment of Parkinson's disease. However, the mechanism allows PPX in the progression of Parkinson's disease remains largely unknown. This study aimed to investigate the role of PPX in 1-Methyl-4-phenylpyridinium (MPP+)-treated neuroblastoma cells and explore the interaction between PPX and miR-494-3p/brain derived neurotrophic factor (BDNF) axis. SK-N-SH and CHP 212 cells challenged by MPP+ were used as cellular model of Parkinson's disease and incubated with PPX. The expression levels of miR-494-3p and BDNF were measured by quantitative real-time polymerase chain reaction or western blot. Neurotoxicity was investigated by cell apoptosis, inflammatory response and oxidative stress. The target association between miR-494-3p and BDNF was confirmed by luciferase reporter and RNA immunoprecipitation assays. miR-494-3p expression was increased and BDNF level was decreased in MPP+-treated SK-N-SH and CHP 212 cells, which were reversed by introduction of PPX. Pramipexole attenuated cell apoptosis, inflammatory response and oxidative stress in MPP+-treated SK-N-SH and CHP 212 cells. Knockdown of miR-494-3p also suppressed neurotoxicity induced by MPP+ in SK-N-SH and CHP 212 cells. BDNF was validated as a target of miR-494-3p and its silence abated the suppressive effect of miR-494-3p on MPP+-induced neurotoxicity. Moreover, addition of miR-494-3p and silence of BDNF mitigated the effect of PPX on MPP+-induced neurotoxicity. PPX inhibited MPP+-induced neurotoxicity in SK-N-SH and CHP 212 cells by decreasing miR-494-3p and increasing BDNF, indicating the potential therapeutic effect of PPX on Parkinson's disease."
875,Romain Appay,"BACKGROUND
The 2016 World Health Organization (WHO) classification of central nervous system tumors stratifies isocitrate dehydrogenase (IDH)-mutant gliomas into 2 major groups depending on the presence or absence of 1p/19q codeletion. However, the grading system remains unchanged and it is now controversial whether it can be still applied to this updated molecular classification.


METHODS
In a large cohort of 911 high-grade IDH-mutant gliomas from the French national POLA network (including 428 IDH-mutant gliomas without 1p/19q codeletion and 483 anaplastic oligodendrogliomas, IDH-mutant and 1p/19q codeleted), we investigated the prognostic value of the cyclin-dependent kinase inhibitor 2A (CDKN2A) gene homozygous deletion as well as WHO grading criteria (mitoses, microvascular proliferation, and necrosis). In addition, we searched for other retinoblastoma pathway gene alterations (CDK4 amplification and RB1 homozygous deletion) in a subset of patients. CDKN2A homozygous deletion was also searched in an independent series of 40 grade II IDH-mutant gliomas.


RESULTS
CDKN2A homozygous deletion was associated with dismal outcome among IDH-mutant gliomas lacking 1p/19q codeletion (P < 0.0001 for progression-free survival and P = 0.004 for overall survival) as well as among anaplastic oligodendrogliomas, IDH-mutant + 1p/19q codeleted (P = 0.002 for progression-free survival and P < 0.0001 for overall survival) in univariate and multivariate analysis including age, extent of surgery, adjuvant treatment, microvascular proliferation, and necrosis. In both groups, the presence of microvascular proliferation and/or necrosis remained of prognostic value only in cases lacking CDKN2A homozygous deletion. CDKN2A homozygous deletion was not recorded in grade II gliomas.


CONCLUSIONS
Our study pointed out the utmost relevance of CDKN2A homozygous deletion as an adverse prognostic factor in the 2 broad categories of IDH-mutant gliomas stratified on 1p/19q codeletion and suggests that the grading of these tumors should be refined."
874,Hesham Mostafa Zakaria,"BACKGROUND
While consistently recommended, the significance of early ambulation after surgery has not been definitively studied.


OBJECTIVE
To identify the relationship between ambulation on the day of surgery (postoperative day (POD)#0) and 90-d adverse events after lumbar surgery.


METHODS
The Michigan Spine Surgery Improvement Collaborative (MSSIC) is a prospective multicenter registry of spine surgery patients. As part of routine postoperative care, patients either ambulated on POD#0 or did not. The 90-d adverse events of length of stay (LOS), urinary retention (UR), urinary tract infection (UTI), ileus, readmission, surgical site infection (SSI), pulmonary embolism/deep vein thrombosis (PE/DVT), and disposition to a rehab facility were measured.


RESULTS
A total of 23 295 lumbar surgery patients were analyzed. POD#0 ambulation was associated with decreased LOS (relative LOS 0.83, P < .001), rehab discharge (odds ratio [OR] 0.52, P < .001), 30-d (OR 0.85, P = .044) and 90-d (OR 0.86, P = .014) readmission, UR (OR 0.73, P = 10), UTI (OR 73, P = .001), and ileus (OR 0.52, P < .001) for all patients. Significant improvements in LOS, rehab discharge, readmission, UR, UTI, and ileus were observed in subset analysis of single-level decompressions (4698 pts), multilevel decompressions (4079 pts), single-level fusions (4846 pts), and multilevel fusions (4413 pts). No change in rate of SSI or DVT/PE was observed for patients who ambulated POD#0.


CONCLUSION
POD#0 ambulation is associated with a significantly decreased risk for several key adverse events after lumbar spine surgery. Decreasing the incidence of these outcomes would be associated with significant cost savings. As ambulation POD#0 is a modifiable factor in any patient's postoperative care following most spine surgery, it should be encouraged and incorporated into spine-related, enhanced-recovery-after-surgery programs."
502,Senem Zeytinoğlu-Saydam,"PURPOSE
This study investigated the risk for children with non-syndromic craniosynostosis to develop behavioral problems during school age determined by the type of craniosynostisis, age at first surgery, and number of surgeries.


METHOD
Final sample consisted of 43 children aged between 6 years and 8 months and 17 years and 1 month (M = 10 years and 5 months). Behavioral problems were assessed with Child Behavioral Checklist (CBCL).


RESULTS
Our sample had higher scores on the CBCL than the general population; specific elevations were observed including somatic complaints, aggressive behavior, social problems, attention problems, and thought problems and rule-breaking behavior. Behavioral functioning varied by number of surgical procedures, type of craniosynostosis, and age at first surgery.


CONCLUSION
For school-aged NSC children's behavioral functioning, diagnosis specific patterns especially impacted by the first age of the surgery and number of surgeries."
286,Kristina Melkersson,"OBJECTIVES
Type 1 diabetes mellitus (T1DM), resulting from an immune-associated destruction of insulin-secreting pancreatic β-cells, has been reported in a few earlier studies to be inversely associated with schizophrenia, but not with schizophrenia-like psychoses. The aim of this study was to verify this finding by carrying out a Swedish register study.


METHODS
Data from the Total Population- and Medical Birth-Registers were used to create a cohort of all individuals born in Sweden 1987-2004. The cohort individuals were linked with the Inpatient- and Outpatient-Registers and followed from birth to 2017 to identify onset of T1DM, schizophrenia and schizoaffective disorder. Cox proportional hazard regression models were used to assess the association between T1DM and risk of developing schizophrenia or schizoaffective disorder during a follow-up from age 13.


RESULTS
The study population included 1 745 977 individuals and the length of follow-up was maximally 18.0 (median 9.7) years. During the follow-up, 1 280 individuals developed schizophrenia and 649 individuals schizoaffective disorder. The risk of developing schizophrenia was significantly lower among individuals with, than among individuals without, a diagnosis of T1DM, whereas the risk of developing schizoaffective disorder did not differ among individuals with or without a T1DM diagnosis [adjusted hazard ratio (95% confidence interval); schizophrenia: 0.29 (0.09-0.91), p=0.0338, schizoaffective disorder: 1.50 (0.71-3.16), p=0.2909].


CONCLUSIONS
This study, in line with previous studies, shows that a diagnosis of T1DM is associated with a decreased risk of schizophrenia. This finding of an inverse association between T1DM and schizophrenia may bring an interesting piece, related to autoimmunity, into the schizophrenia-aetiology puzzle."
191,N Sören Häfker,"Animal life is rhythmic. Here we provide an overview of various rhythmic behaviors, connected environmental factors and endogenous mechanisms. We not only cover terrestrial species, but also highlight aquatic environments with typically complex interconnected rhythms. We further address diel, seasonal and potential lunar rhythms of humans. While we cannot be complete, we aim to emphasize three aspects: First, to raise awareness for the all-encompassing presence of behavioral rhythms and their importance in ecology and evolution. Second, to raise awareness how limited our mechanistic understanding is, besides analyses in a small set of model species. Finally, we discuss how anthropogenic effects can affect behavioral rhythmicity and how this might affect ecosystems in the future, as 'For the times they are a-changin''."
934,Morgane Prime,"BACKGROUND AND PURPOSE
People with Parkinson disease (PD) present phenotypes that are characterized as tremor-dominant (TD) or postural instability/gait difficulty (PIGD) subtypes. Differentiation of subtypes allows clinicians to predict disease course and adjust treatment. We examined whether brief mobility and balance measures can discriminate PIGD from TD phenotypes.


METHODS
We performed a cross-sectional study with individuals with PD (n = 104). Blinded raters assessed participants with the Unified Parkinson's Disease Rating Scale (UPDRS) or Movement Disorders Society revision (MDS-UPDRS), and balance assessments: 360° turn test, one-leg stance, a reactive postural control test, and tandem walk. Participants were classified as PIGD or TD based on the UPDRS or MDS-UPDRS assessment results. Differences in balance variables between subtypes were assessed with univariate analyses. Receiver operating characteristic (ROC) curve analyses were performed to investigate the ability of balance variables to differentiate PD subtypes.


RESULTS
No differences between subtypes were observed for tandem walk or reactive postural control. Participants with PIGD performed worse on number of steps and time to complete the 360° turn test and on one-leg stance time. ROC curves showed only the 360° turn test discriminated PIGD from TD with high specificity (0.84). Post hoc analyses revealed that the 360° turn test is the most discriminatory for classifying PD subtypes in early stages of the disease. ROC analyses based on combined models including both the 360° test and tandem walk test performance increased the specificity to 0.97.


DISCUSSION AND CONCLUSIONS
The 360° turn test requires minimal time to administer and may be useful in mild-moderate PD for distinguishing PIGD from TD subtypes.Video Abstract available for more insights from the authors (see the Video, Supplemental Digital Content 1, available at: http://links.lww.com/JNPT/A295)."
353,Marcos Sangrador,"A 25-year-old woman presented with a 4 months history of progressive pain and tumefaction in the right parietal region. Deformity of the scalp was evident, and a biopsy was taken, reporting a high- grade dermatofibrosarcoma. She underwent surgical management, achieving a gross total resection. Dermatofibrosarcoma protuberans is a rare tumor arising from the dermis. It tends to have an indolent course and local recurrence after excision."
1056,Manhua Liu,"Alzheimer's disease (AD) is a progressive and irreversible brain degenerative disorder. Mild cognitive impairment (MCI) is a clinical precursor of AD. Although some treatments can delay its progression, no effective cures are available for AD. Accurate early-stage diagnosis of AD is vital for the prevention and intervention of the disease progression. Hippocampus is one of the first affected brain regions in AD. To help AD diagnosis, the shape and volume of the hippocampus are often measured using structural magnetic resonance imaging (MRI). However, these features encode limited information and may suffer from segmentation errors. Additionally, the extraction of these features is independent of the classification model, which could result in sub-optimal performance. In this study, we propose a multi-model deep learning framework based on convolutional neural network (CNN) for joint automatic hippocampal segmentation and AD classification using structural MRI data. Firstly, a multi-task deep CNN model is constructed for jointly learning hippocampal segmentation and disease classification. Then, we construct a 3D Densely Connected Convolutional Networks (3D DenseNet) to learn features of the 3D patches extracted based on the hippocampal segmentation results for the classification task. Finally, the learned features from the multi-task CNN and DenseNet models are combined to classify disease status. Our method is evaluated on the baseline T1-weighted structural MRI data collected from 97 AD, 233 MCI, 119 Normal Control (NC) subjects in the Alzheimer's Disease Neuroimaging Initiative (ADNI) database. The proposed method achieves a dice similarity coefficient of 87.0% for hippocampal segmentation. In addition, the proposed method achieves an accuracy of 88.9% and an AUC (area under the ROC curve) of 92.5% for classifying AD vs. NC subjects, and an accuracy of 76.2% and an AUC of 77.5% for classifying MCI vs. NC subjects. Our empirical study also demonstrates that the proposed multi-model method outperforms the single-model methods and several other competing methods."
